word,layer_0,layer_1,layer_2
nearly,1.0,0.556,0.39
billion,1.0,0.682,0.535
State,1.0,0.552,0.441
officials,1.0,0.689,0.538
Corp.,1.0,0.819,0.657
pledged,1.0,0.802,0.615
least,1.0,0.744,0.587
5,1.0,0.478,0.388
requested,1.0,0.634,0.495
funds,1.0,0.721,0.595
South,1.0,0.73,0.566
Asia,1.0,0.672,0.542
1.1,1.0,0.514,0.432
infected,1.0,0.704,0.537
Of,1.0,0.561,0.505
hour,1.0,0.63,0.533
Israeli,1.0,0.702,0.596
helicopter,1.0,0.761,0.61
fired,1.0,0.659,0.519
missiles,1.0,0.74,0.659
Gaza,1.0,0.707,0.611
City,1.0,0.604,0.49
Hamas,1.0,0.72,0.61
five,1.0,0.441,0.324
Palestinian,1.0,0.695,0.57
sources,1.0,0.714,0.545
Executive,1.0,0.693,0.578
finding,1.0,0.709,0.546
merchandising,1.0,0.714,0.606
officer,1.0,0.702,0.55
ones,1.0,0.755,0.615
prices,1.0,0.73,0.568
cheap,1.0,0.664,0.477
hotel,1.0,0.699,0.566
deals,1.0,0.606,0.45
decades,1.0,0.671,0.555
killed,1.0,0.798,0.655
"10,000",1.0,0.658,0.464
resource,1.0,0.637,0.512
rich,1.0,0.655,0.534
province,1.0,0.802,0.654
civilians,1.0,0.758,0.666
More,1.0,0.707,0.654
hurricane,1.0,0.774,0.703
storm,1.0,0.622,0.425
season,1.0,0.663,0.514
mid,1.0,0.771,0.563
Texas,1.0,0.638,0.474
coast,1.0,0.705,0.584
July,1.0,0.6,0.431
15,1.0,0.461,0.385
classified,1.0,0.624,0.388
maximum,1.0,0.691,0.495
sustained,1.0,0.547,0.346
winds,1.0,0.805,0.659
125,1.0,0.542,0.446
saying,1.0,0.661,0.519
broke,1.0,0.728,0.499
cutting,1.0,0.889,0.821
decisions,1.0,0.778,0.677
magazine,1.0,0.735,0.644
figures,1.0,0.756,0.642
Edition,1.0,0.815,0.677
processor,1.0,0.811,0.709
300,1.0,0.532,0.395
named,1.0,0.575,0.34
user,1.0,0.728,0.616
version,1.0,0.795,0.633
Oracle,1.0,0.719,0.577
No,1.0,0.63,0.535
U.S.,1.0,0.584,0.439
drink,1.0,0.68,0.537
maker,1.0,0.7,0.488
Inc.,1.0,0.79,0.619
Wall,1.0,0.749,0.612
Street,1.0,0.678,0.539
waiting,1.0,0.793,0.651
earnings,1.0,0.676,0.564
Microsoft,1.0,0.74,0.618
Virtual,1.0,0.715,0.607
PC,1.0,0.605,0.465
bought,1.0,0.666,0.463
aides,1.0,0.79,0.665
trigger,1.0,0.601,0.396
chaos,1.0,0.659,0.543
private,1.0,0.706,0.525
His,1.0,0.577,0.536
Sea,1.0,0.836,0.74
December,1.0,0.611,0.456
Center,1.0,0.726,0.595
Williams,1.0,0.678,0.58
inside,1.0,0.684,0.515
apartment,1.0,0.768,0.681
Bay,1.0,0.664,0.521
St.,1.0,0.692,0.51
man,1.0,0.887,0.835
drill,1.0,0.755,0.641
September,1.0,0.713,0.594
11,1.0,0.421,0.346
terrorist,1.0,0.699,0.55
attacks,1.0,0.707,0.596
nation,1.0,0.631,0.516
Sept.,1.0,0.752,0.548
until,1.0,0.753,0.538
October,1.0,0.64,0.543
endorse,1.0,0.77,0.67
announced,1.0,0.626,0.479
confirmed,1.0,0.644,0.434
operated,1.0,0.687,0.546
coach,1.0,0.63,0.429
passengers,1.0,0.727,0.638
mixed,1.0,0.658,0.467
operating,1.0,0.578,0.381
they,1.0,0.526,0.527
17,1.0,0.436,0.352
reported,1.0,0.566,0.376
World,1.0,0.65,0.545
Health,1.0,0.612,0.515
Iraqi,1.0,0.689,0.529
expected,1.0,0.629,0.431
visit,1.0,0.635,0.468
Yemen,1.0,0.685,0.584
Bahrain,1.0,0.668,0.556
Beirut,1.0,0.741,0.673
Syria,1.0,0.659,0.56
General,1.0,0.62,0.475
told,1.0,0.657,0.475
reporters,1.0,0.712,0.592
n't,1.0,0.666,0.561
rules,1.0,0.724,0.609
At,1.0,0.738,0.668
Richard,1.0,0.717,0.574
chairman,1.0,0.71,0.566
Joint,1.0,0.688,0.565
son,1.0,0.711,0.571
Mayor,1.0,0.79,0.633
James,1.0,0.613,0.471
ordered,1.0,0.614,0.431
flags,1.0,0.785,0.715
flown,1.0,0.739,0.66
30,1.0,0.436,0.353
staff,1.0,0.643,0.488
Tom,1.0,0.762,0.653
got,1.0,0.676,0.6
national,1.0,0.628,0.439
attends,1.0,0.958,0.93
manager,1.0,0.619,0.485
operations,1.0,0.689,0.544
Ohio,1.0,0.619,0.49
based,1.0,0.677,0.422
East,1.0,0.625,0.499
Central,1.0,0.658,0.475
Area,1.0,0.683,0.594
Council,1.0,0.786,0.662
scenario,1.0,0.779,0.634
investigators,1.0,0.667,0.594
considering,1.0,0.694,0.569
They,1.0,0.859,0.852
only,1.0,0.481,0.309
ozone,1.0,0.803,0.68
breaks,1.0,0.691,0.528
cholesterol,1.0,0.825,0.735
And,1.0,0.76,0.715
samples,1.0,0.745,0.596
developed,1.0,0.643,0.476
leaders,1.0,0.763,0.665
industry,1.0,0.759,0.632
called,1.0,0.591,0.395
14,1.0,0.433,0.367
hours,1.0,0.614,0.51
"1,000",1.0,0.602,0.418
just,1.0,0.55,0.386
Earlier,1.0,0.923,0.829
month,1.0,0.527,0.435
second,1.0,0.58,0.45
quarter,1.0,0.663,0.519
7,1.0,0.496,0.429
cents,1.0,0.735,0.663
share,1.0,0.655,0.515
Excluding,1.0,0.915,0.92
fees,1.0,0.764,0.658
charges,1.0,0.669,0.535
4,1.0,0.551,0.453
budget,1.0,0.674,0.533
comes,1.0,0.667,0.465
negotiations,1.0,0.792,0.695
Bloomberg,1.0,0.635,0.531
administration,1.0,0.692,0.554
mayor,1.0,0.676,0.559
Also,1.0,0.875,0.825
increased,1.0,0.622,0.435
risk,1.0,0.733,0.605
those,1.0,0.581,0.491
immune,1.0,0.811,0.72
systems,1.0,0.724,0.6
cancer,1.0,0.685,0.561
diabetes,1.0,0.707,0.539
AIDS,1.0,0.654,0.522
Local,1.0,0.69,0.5
police,1.0,0.638,0.478
authorities,1.0,0.686,0.536
treating,1.0,0.729,0.536
explosion,1.0,0.678,0.588
criminal,1.0,0.669,0.519
nothing,1.0,0.7,0.61
ruled,1.0,0.725,0.607
Police,1.0,0.775,0.647
Chief,1.0,0.671,0.491
Francisco,1.0,0.712,0.589
For,1.0,0.7,0.656
me,1.0,0.552,0.478
seemed,1.0,0.731,0.607
manufactured,1.0,0.671,0.488
opponents,1.0,0.831,0.727
released,1.0,0.649,0.482
Mrs,1.0,0.879,0.804
Clinton,1.0,0.756,0.676
writes,1.0,0.728,0.601
2001,1.0,0.716,0.598
2002,1.0,0.7,0.575
transfers,1.0,0.738,0.565
company,1.0,0.648,0.491
40,1.0,0.514,0.408
accounts,1.0,0.701,0.527
prosecutors,1.0,0.741,0.62
four,1.0,0.469,0.369
University,1.0,0.656,0.517
launched,1.0,0.641,0.485
1996,1.0,0.752,0.666
studies,1.0,0.656,0.484
indicated,1.0,0.683,0.527
God,1.0,0.697,0.605
walked,1.0,0.825,0.71
courtroom,1.0,0.788,0.741
supporters,1.0,0.693,0.591
Metropolitan,1.0,0.738,0.63
scene,1.0,0.666,0.51
children,1.0,0.754,0.647
aged,1.0,0.768,0.622
injuries,1.0,0.761,0.715
20,1.0,0.448,0.361
shareholders,1.0,0.695,0.557
holders,1.0,0.702,0.527
Intelligence,1.0,0.666,0.611
Committee,1.0,0.782,0.665
This,1.0,0.856,0.828
About,1.0,0.584,0.52
22,1.0,0.396,0.325
roughly,1.0,0.614,0.441
pounds,1.0,0.716,0.583
healthy,1.0,0.645,0.532
31,1.0,0.474,0.37
Americans,1.0,0.649,0.5
now,1.0,0.553,0.373
valuable,1.0,0.574,0.496
couple,1.0,0.626,0.549
Friends,1.0,0.677,0.562
Shares,1.0,0.906,0.843
Coke,1.0,0.673,0.538
Stock,1.0,0.693,0.617
Exchange,1.0,0.776,0.674
morning,1.0,0.64,0.506
Coca,1.0,0.841,0.761
Cola,1.0,0.827,0.764
34,1.0,0.441,0.423
Her,1.0,0.534,0.457
Green,1.0,0.654,0.524
Aug.,1.0,0.862,0.75
Remains,1.0,0.764,0.595
Mills,1.0,0.748,0.586
these,1.0,0.6,0.473
messages,1.0,0.686,0.584
my,1.0,0.494,0.442
everyone,1.0,0.649,0.514
Fighting,1.0,0.766,0.656
continued,1.0,0.593,0.387
western,1.0,0.642,0.441
rebel,1.0,0.717,0.569
commander,1.0,0.731,0.599
Reuters,1.0,0.709,0.554
satellite,1.0,0.719,0.554
phone,1.0,0.731,0.614
Sunday,1.0,0.605,0.421
burned,1.0,0.651,0.426
villages,1.0,0.791,0.669
bush,1.0,0.736,0.601
August,1.0,0.614,0.462
best,1.0,0.687,0.597
seen,1.0,0.583,0.457
began,1.0,0.664,0.441
1997,1.0,0.834,0.757
created,1.0,0.626,0.446
unwanted,1.0,0.643,0.445
intent,1.0,0.772,0.695
Gates,1.0,0.655,0.538
warming,1.0,0.681,0.543
us,1.0,0.573,0.471
US,1.0,0.61,0.482
Special,1.0,0.806,0.685
Forces,1.0,0.727,0.652
training,1.0,0.629,0.426
soldiers,1.0,0.69,0.542
bases,1.0,0.68,0.445
pipeline,1.0,0.75,0.593
Colombia,1.0,0.719,0.66
biggest,1.0,0.707,0.544
field,1.0,0.857,0.766
came,1.0,0.639,0.464
hearing,1.0,0.68,0.526
opinions,1.0,0.752,0.65
customers,1.0,0.702,0.57
our,1.0,0.494,0.453
spokeswoman,1.0,0.723,0.562
Wal,1.0,0.837,0.783
Mart,1.0,0.801,0.693
Lord,1.0,0.769,0.646
beginning,1.0,0.618,0.47
courts,1.0,0.746,0.632
Service,1.0,0.647,0.554
justice,1.0,0.664,0.538
We,1.0,0.82,0.806
schools,1.0,0.66,0.528
wo,1.0,0.641,0.518
nt,1.0,0.634,0.514
lawmakers,1.0,0.725,0.59
gap,1.0,0.8,0.709
middle,1.0,0.715,0.558
composite,1.0,0.724,0.602
5.2,1.0,0.813,0.759
midday,1.0,0.73,0.655
then,1.0,0.593,0.412
appealed,1.0,0.78,0.59
Supreme,1.0,0.796,0.658
Court,1.0,0.636,0.558
believe,1.0,0.738,0.665
prepared,1.0,0.686,0.508
screen,1.0,0.716,0.62
machines,1.0,0.835,0.685
2004,1.0,0.704,0.575
presidential,1.0,0.751,0.58
W.,1.0,0.501,0.372
Board,1.0,0.675,0.514
Elections,1.0,0.697,0.626
revised,1.0,0.591,0.363
Maryland,1.0,0.614,0.471
station,1.0,0.828,0.703
suspended,1.0,0.648,0.463
playing,1.0,0.86,0.814
songs,1.0,0.754,0.655
ban,1.0,0.713,0.535
imposed,1.0,0.704,0.57
President,1.0,0.74,0.605
George,1.0,0.682,0.536
Bush,1.0,0.724,0.588
radio,1.0,0.704,0.536
<,1.0,0.789,0.696
>,1.0,0.836,0.701
jumped,1.0,0.673,0.483
26,1.0,0.451,0.366
1.78,1.0,0.697,0.629
Business,1.0,0.6,0.543
online,1.0,0.614,0.399
edition,1.0,0.747,0.625
early,1.0,0.574,0.381
Online,1.0,0.734,0.648
May,1.0,0.58,0.441
19,1.0,0.531,0.454
74,1.0,0.523,0.47
4.5,1.0,0.548,0.48
Technology,1.0,0.7,0.632
dropped,1.0,0.579,0.373
23,1.0,0.468,0.409
89,1.0,0.55,0.485
27,1.0,0.405,0.306
requires,1.0,0.796,0.596
filters,1.0,0.8,0.709
lose,1.0,0.772,0.699
financing,1.0,0.858,0.777
6,1.0,0.535,0.453
ruling,1.0,0.673,0.516
install,1.0,0.784,0.618
surrender,1.0,0.779,0.616
addition,1.0,0.77,0.646
Israel,1.0,0.698,0.612
When,1.0,0.85,0.784
prime,1.0,0.754,0.577
minister,1.0,0.705,0.519
established,1.0,0.579,0.411
yes,1.0,0.761,0.674
definitely,1.0,0.606,0.469
Miller,1.0,0.714,0.594
Kazan,1.0,0.877,0.8
None,1.0,0.771,0.693
Without,1.0,0.69,0.661
Note,1.0,0.817,0.791
terrible,1.0,0.666,0.57
Masters,1.0,0.717,0.612
FBI,1.0,0.64,0.518
agents,1.0,0.746,0.577
described,1.0,0.655,0.479
Saturday,1.0,0.63,0.465
revealed,1.0,0.619,0.528
happened,1.0,0.753,0.69
California,1.0,0.582,0.453
floating,1.0,0.782,0.652
lived,1.0,0.775,0.679
wife,1.0,0.749,0.622
Dr.,1.0,0.752,0.6
doctor,1.0,0.675,0.556
After,1.0,0.671,0.593
protesters,1.0,0.747,0.628
rushed,1.0,0.756,0.555
stage,1.0,0.763,0.643
microphone,1.0,0.894,0.84
drew,1.0,0.775,0.645
Ben,1.0,0.721,0.591
hiding,1.0,0.622,0.507
dirt,1.0,0.722,0.614
road,1.0,0.778,0.678
Spanish,1.0,0.68,0.507
Canyon,1.0,0.845,0.769
still,1.0,0.69,0.534
feet,1.0,0.753,0.637
boy,1.0,0.871,0.829
Analysts,1.0,0.885,0.84
revenue,1.0,0.683,0.525
Thomson,1.0,0.817,0.691
First,1.0,0.603,0.467
Call,1.0,0.774,0.616
says,1.0,0.606,0.412
Hewlett,1.0,0.86,0.801
Packard,1.0,0.853,0.809
29,1.0,0.433,0.338
18,1.0,0.436,0.376
Doctors,1.0,0.726,0.615
boys,1.0,0.779,0.699
die,1.0,0.768,0.638
brain,1.0,0.684,0.579
Another,1.0,0.741,0.651
Northwest,1.0,0.661,0.535
Medical,1.0,0.652,0.553
County,1.0,0.734,0.638
child,1.0,0.737,0.63
started,1.0,0.704,0.568
crying,1.0,0.786,0.687
What,1.0,0.855,0.827
why,1.0,0.76,0.669
did,1.0,0.62,0.508
Sean,1.0,0.753,0.591
president,1.0,0.641,0.483
Public,1.0,0.627,0.511
System,1.0,0.892,0.771
suggested,1.0,0.533,0.33
board,1.0,0.722,0.542
seats,1.0,0.726,0.609
investors,1.0,0.64,0.5
outside,1.0,0.724,0.59
securities,1.0,0.671,0.553
Al,1.0,0.72,0.561
Fort,1.0,0.851,0.754
Worth,1.0,0.719,0.618
swept,1.0,0.743,0.592
recovered,1.0,0.679,0.555
Tuesday,1.0,0.584,0.448
Canadian,1.0,0.601,0.42
UK,1.0,0.612,0.474
stores,1.0,0.726,0.628
drugs,1.0,0.788,0.689
festival,1.0,0.717,0.608
kicked,1.0,0.686,0.527
Commission,1.0,0.825,0.694
delivered,1.0,0.587,0.403
verdict,1.0,0.644,0.559
Government,1.0,0.621,0.512
£,1.0,0.717,0.586
4.1,1.0,0.568,0.461
big,1.0,0.601,0.467
players,1.0,0.651,0.526
Swedish,1.0,0.691,0.583
much,1.0,0.488,0.4
years,1.0,0.624,0.533
park,1.0,0.767,0.646
National,1.0,0.643,0.455
Park,1.0,0.747,0.612
’s,1.0,0.578,0.422
dedicated,1.0,0.898,0.804
ancient,1.0,0.673,0.524
ruins,1.0,0.946,0.914
world,1.0,0.615,0.466
largest,1.0,0.736,0.557
workers,1.0,0.673,0.554
retirees,1.0,0.784,0.68
spouses,1.0,0.748,0.683
abandoned,1.0,0.725,0.602
Virginia,1.0,0.669,0.543
Beach,1.0,0.814,0.708
parking,1.0,0.775,0.665
lot,1.0,0.682,0.593
June,1.0,0.599,0.419
license,1.0,0.659,0.445
eventually,1.0,0.622,0.422
allowed,1.0,0.555,0.365
bike,1.0,0.839,0.768
sat,1.0,0.829,0.719
sixth,1.0,0.532,0.381
league,1.0,0.603,0.43
goals,1.0,0.67,0.545
41,1.0,0.406,0.336
ninth,1.0,0.678,0.559
led,1.0,0.615,0.392
Atlanta,1.0,0.56,0.452
48,1.0,0.396,0.323
tonight,1.0,0.623,0.442
fund,1.0,0.72,0.563
reception,1.0,0.767,0.674
re,1.0,0.78,0.547
judge,1.0,0.638,0.478
panel,1.0,0.736,0.588
Circuit,1.0,0.791,0.722
limited,1.0,0.618,0.432
issued,1.0,0.613,0.421
supported,1.0,0.619,0.432
Gregg,1.0,0.51,0.4
're,1.0,0.717,0.691
Data,1.0,0.74,0.668
Systems,1.0,0.792,0.652
Securities,1.0,0.658,0.551
asked,1.0,0.673,0.523
documents,1.0,0.753,0.641
related,1.0,0.653,0.474
Navy,1.0,0.757,0.637
filing,1.0,0.729,0.594
EDS,1.0,0.835,0.684
claims,1.0,0.59,0.392
Apple,1.0,0.668,0.567
sale,1.0,0.693,0.544
date,1.0,0.71,0.585
claimed,1.0,0.68,0.472
Only,1.0,0.853,0.769
families,1.0,0.698,0.605
identified,1.0,0.607,0.417
Officials,1.0,0.694,0.581
campus,1.0,0.627,0.488
entire,1.0,0.7,0.538
North,1.0,0.721,0.562
markets,1.0,0.659,0.529
finished,1.0,0.724,0.514
begins,1.0,0.652,0.493
slow,1.0,0.616,0.466
economic,1.0,0.646,0.502
gains,1.0,0.614,0.467
As,1.0,0.82,0.798
dolphin,1.0,0.68,0.578
companies,1.0,0.666,0.531
fishing,1.0,0.69,0.551
export,1.0,0.682,0.499
Internal,1.0,0.784,0.708
commercial,1.0,0.682,0.492
ended,1.0,0.627,0.461
120,1.0,0.579,0.501
market,1.0,0.68,0.531
1998,1.0,0.745,0.615
collection,1.0,0.704,0.593
court,1.0,0.665,0.529
session,1.0,0.65,0.527
announces,1.0,0.779,0.589
February,1.0,0.644,0.508
Super,1.0,0.738,0.591
Miami,1.0,0.678,0.562
consensus,1.0,0.746,0.572
analysts,1.0,0.736,0.598
28,1.0,0.382,0.312
sales,1.0,0.682,0.511
secretary,1.0,0.673,0.508
defense,1.0,0.623,0.446
policy,1.0,0.779,0.663
nobody,1.0,0.722,0.626
Pentagon,1.0,0.712,0.623
Linux,1.0,0.734,0.632
Services,1.0,0.748,0.586
available,1.0,0.658,0.506
versions,1.0,0.778,0.615
HP,1.0,0.726,0.623
servers,1.0,0.759,0.636
expects,1.0,0.742,0.524
motives,1.0,0.904,0.857
assumes,1.0,0.798,0.679
warrior,1.0,0.841,0.798
Byrd,1.0,0.762,0.688
Senate,1.0,0.748,0.64
questioned,1.0,0.648,0.497
fell,1.0,0.666,0.477
Instead,1.0,0.91,0.866
tickets,1.0,0.817,0.685
Jersey,1.0,0.623,0.496
went,1.0,0.637,0.49
night,1.0,0.684,0.556
repeated,1.0,0.541,0.32
too,1.0,0.589,0.474
fraud,1.0,0.752,0.631
Peter,1.0,0.701,0.536
Berkeley,1.0,0.763,0.684
School,1.0,0.657,0.531
Information,1.0,0.792,0.742
production,1.0,0.723,0.618
1999,1.0,0.742,0.63
That,1.0,0.853,0.81
My,1.0,0.758,0.76
95,1.0,0.54,0.467
should,1.0,0.594,0.503
Press,1.0,0.608,0.519
researchers,1.0,0.694,0.593
empty,1.0,0.769,0.591
detected,1.0,0.63,0.477
rather,1.0,0.586,0.45
however,1.0,0.748,0.584
complaints,1.0,0.656,0.518
filed,1.0,0.631,0.51
insisted,1.0,0.789,0.654
anticipation,1.0,0.917,0.901
separated,1.0,0.917,0.86
Children,1.0,0.715,0.611
Two,1.0,0.863,0.821
Egyptian,1.0,0.69,0.589
twin,1.0,0.652,0.438
born,1.0,0.684,0.496
heads,1.0,0.6,0.369
bodies,1.0,0.695,0.539
10,1.0,0.433,0.358
discuss,1.0,0.838,0.702
elections,1.0,0.717,0.603
temporary,1.0,0.649,0.476
appointed,1.0,0.705,0.586
agreed,1.0,0.683,0.501
organizations,1.0,0.674,0.562
scared,1.0,0.836,0.737
really,1.0,0.562,0.383
euro,1.0,0.732,0.59
Asian,1.0,0.686,0.507
opened,1.0,0.628,0.442
European,1.0,0.667,0.556
Abbas,1.0,0.721,0.625
summit,1.0,0.683,0.563
terrorism,1.0,0.725,0.608
Israelis,1.0,0.704,0.577
militants,1.0,0.74,0.623
civilian,1.0,0.612,0.369
unemployment,1.0,0.727,0.618
improved,1.0,0.673,0.502
6.1,1.0,0.86,0.823
sliding,1.0,0.659,0.498
amid,1.0,0.804,0.629
continuing,1.0,0.622,0.424
results,1.0,0.729,0.592
individuals,1.0,0.725,0.58
presence,1.0,0.666,0.516
pursuing,1.0,0.734,0.562
Frank,1.0,0.732,0.634
innocent,1.0,0.702,0.571
lawyer,1.0,0.733,0.595
academy,1.0,0.725,0.574
shocked,1.0,0.729,0.623
Academy,1.0,0.652,0.577
Today,1.0,0.857,0.797
compensation,1.0,0.667,0.508
directors,1.0,0.727,0.595
sitting,1.0,0.818,0.735
LendingTree,1.0,0.838,0.72
42,1.0,0.427,0.343
43,1.0,0.505,0.389
21,1.0,0.424,0.334
Last,1.0,0.827,0.774
week,1.0,0.602,0.479
lawyers,1.0,0.826,0.745
Warner,1.0,0.728,0.668
grant,1.0,0.711,0.531
sentencing,1.0,0.722,0.645
Gov.,1.0,0.793,0.635
Mark,1.0,0.683,0.535
governor,1.0,0.727,0.603
intervene,1.0,0.848,0.764
Can,1.0,0.666,0.567
coverage,1.0,0.676,0.522
prescription,1.0,0.747,0.595
Congress,1.0,0.662,0.524
benefit,1.0,0.671,0.538
option,1.0,0.682,0.554
insurance,1.0,0.757,0.647
ago,1.0,0.729,0.561
Brian,1.0,0.791,0.612
tape,1.0,0.766,0.66
raises,1.0,0.681,0.489
CIA,1.0,0.66,0.573
men,1.0,0.766,0.671
eight,1.0,0.461,0.344
software,1.0,0.654,0.526
revenues,1.0,0.8,0.63
watch,1.0,0.695,0.547
closely,1.0,0.643,0.462
Dotson,1.0,0.943,0.912
arrested,1.0,0.716,0.558
reportedly,1.0,0.558,0.336
telling,1.0,0.769,0.656
shot,1.0,0.623,0.423
Dennehy,1.0,0.804,0.678
tried,1.0,0.672,0.527
warrant,1.0,0.796,0.68
murder,1.0,0.749,0.64
assume,1.0,0.711,0.642
Black,1.0,0.806,0.725
identity,1.0,0.823,0.762
maintained,1.0,0.785,0.675
murdered,1.0,0.788,0.644
PeopleSoft,1.0,0.703,0.527
rejecting,1.0,0.862,0.781
recommended,1.0,0.704,0.521
Several,1.0,0.866,0.82
Democratic,1.0,0.624,0.495
trying,1.0,0.788,0.646
minority,1.0,0.815,0.705
headquarters,1.0,0.724,0.559
These,1.0,0.885,0.857
dark,1.0,0.698,0.56
Geneva,1.0,0.67,0.542
International,1.0,0.572,0.397
Air,1.0,0.678,0.55
Association,1.0,0.703,0.564
Italy,1.0,0.589,0.5
Netherlands,1.0,0.693,0.572
Portugal,1.0,0.584,0.494
Spain,1.0,0.625,0.549
Other,1.0,0.766,0.716
include,1.0,0.715,0.508
dollar,1.0,0.71,0.571
yen,1.0,0.817,0.778
flat,1.0,0.586,0.426
Swiss,1.0,0.65,0.505
virtually,1.0,0.619,0.455
0.1,1.0,0.785,0.691
visitors,1.0,0.807,0.727
gunmen,1.0,0.761,0.655
Muslim,1.0,0.646,0.513
backed,1.0,0.685,0.481
coalition,1.0,0.666,0.489
Near,1.0,0.648,0.486
mosque,1.0,0.731,0.602
northern,1.0,0.765,0.592
town,1.0,0.695,0.547
average,1.0,0.67,0.564
45,1.0,0.483,0.414
shopping,1.0,0.663,0.505
Nearly,1.0,0.646,0.587
running,1.0,0.817,0.732
father,1.0,0.69,0.536
stayed,1.0,0.696,0.569
century,1.0,0.777,0.658
remained,1.0,0.638,0.454
owners,1.0,0.655,0.504
Authority,1.0,0.789,0.665
guidelines,1.0,0.862,0.803
upgrade,1.0,0.694,0.418
discovered,1.0,0.629,0.446
strategic,1.0,0.674,0.433
Knight,1.0,0.772,0.697
signing,1.0,0.626,0.423
Google,1.0,0.702,0.589
services,1.0,0.737,0.645
advertising,1.0,0.763,0.635
execution,1.0,0.691,0.597
received,1.0,0.668,0.492
threatening,1.0,0.612,0.397
accompanied,1.0,0.841,0.74
rifle,1.0,0.899,0.843
allows,1.0,0.739,0.531
developers,1.0,0.667,0.482
Java,1.0,0.703,0.547
C,1.0,0.82,0.727
products,1.0,0.758,0.637
integrated,1.0,0.833,0.721
civil,1.0,0.73,0.528
burden,1.0,0.723,0.652
Protesters,1.0,0.795,0.731
calling,1.0,0.719,0.576
Khamenei,1.0,0.901,0.86
liner,1.0,0.681,0.523
Ayatollah,1.0,0.918,0.902
Ali,1.0,0.866,0.831
age,1.0,0.64,0.466
archdiocese,1.0,0.828,0.747
Boston,1.0,0.66,0.537
55,1.0,0.464,0.361
abuse,1.0,0.692,0.575
obtained,1.0,0.561,0.393
Associated,1.0,0.89,0.795
conversations,1.0,0.764,0.631
firefighters,1.0,0.711,0.604
emergency,1.0,0.611,0.45
media,1.0,0.638,0.51
Among,1.0,0.684,0.579
30-year,1.0,0.968,0.95
bond,1.0,0.713,0.623
US30YT,1.0,0.874,0.87
=,1.0,0.843,0.717
RR,1.0,0.82,0.777
yield,1.0,0.693,0.596
dipped,1.0,0.716,0.555
union,1.0,0.711,0.51
America,1.0,0.597,0.502
futures,1.0,0.767,0.67
sub,1.0,0.73,0.477
quarterly,1.0,0.763,0.637
barrels,1.0,0.756,0.602
loaded,1.0,0.684,0.488
onto,1.0,0.704,0.6
Singapore,1.0,0.756,0.635
12th,1.0,0.618,0.476
partner,1.0,0.727,0.604
Although,1.0,0.853,0.774
strongest,1.0,0.633,0.458
April,1.0,0.628,0.463
pushed,1.0,0.607,0.439
rally,1.0,0.633,0.496
posted,1.0,0.575,0.392
climbed,1.0,0.761,0.634
higher,1.0,0.677,0.565
consecutive,1.0,0.638,0.413
Jim,1.0,0.757,0.605
Day,1.0,0.619,0.543
winning,1.0,0.575,0.389
major,1.0,0.58,0.383
passed,1.0,0.672,0.54
Research,1.0,0.644,0.524
Foundation,1.0,0.793,0.662
allegedly,1.0,0.591,0.369
2.9,1.0,0.566,0.543
2003,1.0,0.766,0.647
decline,1.0,0.751,0.68
sister,1.0,0.745,0.574
9/11,1.0,0.7,0.527
spent,1.0,0.665,0.528
thousands,1.0,0.694,0.525
investigating,1.0,0.719,0.569
al,1.0,0.802,0.669
Diego,1.0,0.609,0.476
abroad,1.0,0.638,0.51
attorney,1.0,0.728,0.59
Thomas,1.0,0.622,0.497
link,1.0,0.691,0.498
owned,1.0,0.684,0.496
currency,1.0,0.702,0.58
January,1.0,0.639,0.51
patient,1.0,0.732,0.617
West,1.0,0.612,0.467
Nile,1.0,0.771,0.685
virus,1.0,0.783,0.663
Department,1.0,0.634,0.521
contracted,1.0,0.704,0.518
county,1.0,0.679,0.492
benefits,1.0,0.639,0.509
wish,1.0,0.75,0.657
resolve,1.0,0.855,0.786
Korean,1.0,0.696,0.569
crisis,1.0,0.716,0.638
peacefully,1.0,0.824,0.736
recorded,1.0,0.753,0.636
39,1.0,0.529,0.426
2.6,1.0,0.512,0.423
24,1.0,0.44,0.37
weekly,1.0,0.628,0.425
1.2,1.0,0.874,0.829
closing,1.0,0.61,0.44
tech,1.0,0.86,0.75
clearly,1.0,0.63,0.538
captured,1.0,0.651,0.489
insurgents,1.0,0.669,0.555
"2,100",1.0,0.693,0.543
offensive,1.0,0.711,0.539
Republican,1.0,0.662,0.542
attended,1.0,0.784,0.623
proceedings,1.0,0.78,0.661
wearing,1.0,0.872,0.806
ring,1.0,0.7,0.576
haired,1.0,0.837,0.795
Markets,1.0,0.643,0.563
cent,1.0,0.61,0.49
stocks,1.0,0.812,0.725
Paul,1.0,0.672,0.527
MDC,1.0,0.717,0.672
targeted,1.0,0.697,0.491
handling,1.0,0.617,0.428
envoy,1.0,0.734,0.623
Japan,1.0,0.686,0.562
growing,1.0,0.574,0.361
international,1.0,0.616,0.466
halt,1.0,0.625,0.429
unless,1.0,0.809,0.649
freed,1.0,0.738,0.577
Burma,1.0,0.75,0.659
seem,1.0,0.754,0.706
little,1.0,0.617,0.53
devoted,1.0,0.797,0.693
concept,1.0,0.693,0.637
proposal,1.0,0.745,0.667
modest,1.0,0.55,0.395
compared,1.0,0.677,0.469
never,1.0,0.67,0.524
though,1.0,0.666,0.528
Saudi,1.0,0.705,0.585
despite,1.0,0.783,0.604
